amount,asset_description,cap_gains_over_200_usd,disclosure_date,disclosure_year,district,owner,ptr_link,representative,ticker,transaction_date,type
"$1,000 - $15,000",Dell Technologies Inc,True,2/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018168.pdf,Susie Lee,DELL,1/28/2021,sale_partial
"$1,000 - $15,000",Dell Technologies Inc,False,9/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019426.pdf,Susie Lee,DELL,8/17/2021,sale_full
"$1,000 - $15,000",Dell Technologies Inc,False,3/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018329.pdf,Susie Lee,DELL,2/9/2021,sale_partial
"$1,000 - $15,000",Dell Technologies Inc,False,9/3/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017160.pdf,Susie Lee,DELL,7/16/2020,sale_partial
"$1,000 - $15,000",Dell Technologies Inc,False,6/15/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016555.pdf,Susie Lee,DELL,5/29/2020,sale_partial
"$1,000 - $15,000",Dell Technologies Inc,False,12/8/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017660.pdf,Susie Lee,DELL,10/1/2020,sale_partial
"$1,000 - $15,000","Delta Air Lines, Inc.",False,5/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf,Donald Sternoff Beyer,DAL,4/22/2020,sale_full
"$1,000 - $15,000","Delta Air Lines, Inc.",False,5/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf,Donald Sternoff Beyer,DAL,4/27/2020,sale_full
"$1,000 - $15,000","Delta air Lines, Inc.",False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,DAL,3/18/2020,sale_full
"$1,000 - $15,000","Delta Air Lines, Inc.",False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,DAL,1/24/2020,purchase
"$1,000 - $15,000","Delta Air Lines, Inc.",False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,DAL,1/15/2020,purchase
"$1,000 - $15,000","Delta Air Lines, Inc.",False,4/27/2020,2020,IN05,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016445.pdf,Susan W. Brooks,DAL,4/6/2020,purchase
"$1,000 - $15,000","Delta Air Lines, Inc.",False,6/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf,Josh Gottheimer,DAL,5/4/2020,sale_full
"$1,000 - $15,000",Denso Corp ltd Ord American Depositary Shares,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,DNZOY,3/18/2020,purchase
"$1,000 - $15,000",Dentsu Inc Tokyo,False,2/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,Josh Gottheimer,DNTUY,1/10/2020,purchase
"$1,000 - $15,000",Dentsu Inc Tokyo,False,4/11/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,Josh Gottheimer,DNTUY,3/26/2020,sale_full
"$1,000 - $15,000",Dentsu Inc Tokyo,False,1/6/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013859.pdf,Josh Gottheimer,DNTUY,12/10/2019,sale_partial
"$15,000 - $50,000",Dentsu Inc Tokyo,False,2/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015054.pdf,Greg Gianforte,DNTUY,1/13/2020,sale_full
"$1,000 - $15,000",Dentsu Inc Tokyo,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DNTUY,1/17/2019,purchase
"$1,000 - $15,000",Dentsu Inc Tokyo,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DNTUY,1/15/2019,purchase
"$1,000 - $15,000",Dentsu Inc Tokyo,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DNTUY,1/16/2019,purchase
"$1,000 - $15,000",Dentsu Inc Tokyo,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DNTUY,6/24/2019,sale_full
"$50,000 - $100,000",Dentsu Inc Tokyo,False,4/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016403.pdf,Greg Gianforte,DNTUY,3/30/2020,sale_full
"$15,000 - $50,000",Des Moines Iowa Go Bds 2% 06/01/33,False,10/1/2021,2021,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019506.pdf,Donald Sternoff Honorable Beyer,--,9/30/2021,purchase
"$1,000 - $15,000",Deutsche bank AG,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,DB,3/18/2020,purchase
"$1,000 - $15,000",Deutsche Lufthansa A G Sponsored ADR,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,DLAKY,11/13/2020,sale_partial
"$15,000 - $50,000",Deutsche Post AG,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,DPSGY,3/18/2020,purchase
"$1,000 - $15,000",Deutsche Telekom AG,False,1/20/2020,2020,AL05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014938.pdf,Mo Brooks,DTEGY,1/2/2020,sale_full
"$15,000 - $50,000",DEUTSCHE WOHNEN SE UNSPON ADR,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,DTCWY,3/18/2020,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,7/15/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf,Josh Gottheimer,DVN,6/24/2021,sale_full
"$1,000 - $15,000",Devon Energy Corporation,False,4/9/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,Kevin Hern,DVN,3/31/2021,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,7/14/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf,Kevin Hern,DVN,6/30/2021,purchase
"$15,000 - $50,000",Devon Energy Corporation,False,4/12/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf,Kevin Hern,DVN,3/31/2022,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,4/12/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf,Kevin Hern,DVN,3/31/2022,purchase
"$15,000 - $50,000",Devon Energy Corporation,False,1/11/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020202.pdf,Kevin Hern,DVN,12/30/2021,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,1/11/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020202.pdf,Kevin Hern,DVN,12/30/2021,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,4/21/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018534.pdf,Josh Gottheimer,DVN,3/4/2021,sale_partial
"$1,000 - $15,000",Devon Energy Corporation,False,10/7/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf,Kevin Hern,DVN,9/30/2021,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,10/7/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf,Kevin Hern,DVN,9/30/2021,purchase
"$1,000 - $15,000",Devon Energy Corporation,False,7/15/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021388.pdf,Kevin Hern,DVN,6/30/2022,purchase
"$15,000 - $50,000",Devon Energy Corporation,False,7/15/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021388.pdf,Kevin Hern,DVN,6/30/2022,purchase
"$1,000 - $15,000","DexCom, Inc.",True,1/7/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf,Josh Gottheimer,DXCM,12/24/2020,sale_partial
"$100,000 - $250,000","DexCom, Inc.",False,9/15/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf,Kevin Hern,DXCM,7/1/2021,purchase
"$1,000 - $15,000","DexCom, Inc.",False,9/20/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017335.pdf,Josh Gottheimer,DXCM,8/13/2020,sale_partial
"$1,000 - $15,000","DexCom, Inc.",False,12/8/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017660.pdf,Susie Lee,DXCM,10/2/2020,sale_full
"$1,000 - $15,000","DexCom, Inc.",False,6/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf,Josh Gottheimer,DXCM,5/11/2020,sale_partial
"$15,000 - $50,000",DFA Real Estate Securities F,False,12/9/2020,2020,TN03,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217763.pdf,"Charles J. ""Chuck"" Fleischmann",DFREX,11/12/2020,purchase
"$1,000 - $15,000",Diageo plc,False,4/23/2020,2020,PA03,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016466.pdf,Dwight Evans,DEO,3/2/2020,purchase
"$1,000 - $15,000",Diageo plc,False,7/22/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021351.pdf,Josh Gottheimer,DEO,6/29/2022,sale_full
"$15,000 - $50,000",Diageo plc,False,2/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015054.pdf,Greg Gianforte,DEO,1/13/2020,sale_full
"$1,000 - $15,000",Diageo plc,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DEO,6/24/2019,sale_full
"$1,000 - $15,000",Diageo plc,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DEO,2/15/2019,purchase
"$15,000 - $50,000",Diageo plc,False,8/18/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017218.pdf,Greg Gianforte,DEO,8/4/2020,purchase
"$1,000 - $15,000",Diageo Plc,False,5/7/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018699.pdf,Josh Gottheimer,DEO,4/13/2021,sale_partial
"$1,000 - $15,000",Diageo plc,False,9/21/2020,2020,PA03,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017404.pdf,Dwight Evans,DEO,7/27/2020,sale_full
"$1,000 - $15,000",Diageo plc,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,DEO,3/18/2020,purchase
"$1,000 - $15,000",Diageo plc,False,1/23/2020,2020,FL04,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014952.pdf,John Rutherford,DEO,1/7/2020,sale_full
"$1,000 - $15,000",Diageo plc,False,10/13/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017476.pdf,Josh Gottheimer,DEO,9/30/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,2/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014984.pdf,Alan S. Lowenthal,DEACU,1/21/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014985.pdf,Alan S. Lowenthal,DEACU,1/21/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,Alan S. Lowenthal,DEACU,4/17/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,Alan S. Lowenthal,DEACU,4/20/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,Alan S. Lowenthal,DEACU,4/21/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016524.pdf,Alan S. Lowenthal,DEACU,4/17/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016524.pdf,Alan S. Lowenthal,DEACU,4/20/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,5/2/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016524.pdf,Alan S. Lowenthal,DEACU,4/21/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,4/23/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016462.pdf,Alan S. Lowenthal,DEACU,4/16/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,4/23/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016463.pdf,Alan S. Lowenthal,DEACU,4/16/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015067.pdf,Alan S. Lowenthal,DEACU,1/30/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015067.pdf,Alan S. Lowenthal,DEACU,1/31/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015067.pdf,Alan S. Lowenthal,DEACU,2/3/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015068.pdf,Alan S. Lowenthal,DEACU,1/30/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015068.pdf,Alan S. Lowenthal,DEACU,1/31/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015068.pdf,Alan S. Lowenthal,DEACU,2/3/2020,purchase
"$1,000 -",Diamond Eagle Acquisition Corp.,False,2/13/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015060.pdf,Alan S. Lowenthal,DEACU,1/17/2020,purchase
"$1,000 - $15,000",Diamond Eagle Acquisition Corp.,False,2/13/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015061.pdf,Alan S. Lowenthal,DEACU,1/17/2020,purchase
"$1,000 - $15,000",Diebold Nixdorf Incorporated,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DBD,3/6/2019,purchase
"$1,000 - $15,000",Diebold Nixdorf Incorporated,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DBD,4/30/2019,sale_full
"$1,000 - $15,000",Digimarc Corporation,False,7/9/2020,2020,NY25,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016922.pdf,Joseph D. Morelle,DMRC,5/3/2019,sale_full
"$1,000 - $15,000",Digital Realty,False,2/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018168.pdf,Susie Lee,DLR,1/12/2021,sale_partial
"$1,000 - $15,000",Digital Realty,False,2/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018168.pdf,Susie Lee,DLR,1/13/2021,sale_full
"$1,000 - $15,000",Digital Realty,False,6/15/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016555.pdf,Susie Lee,DLR,4/28/2020,purchase
"$1,000 - $15,000",Digital Realty,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,DLR,3/18/2020,purchase
"$1,000 - $15,000",Digital Realty,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DLR,5/20/2019,purchase
"$1,000 - $15,000",Digital Realty,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DLR,8/28/2019,sale_full
"$15,000 - $50,000",Digital World Acquisition Corp,False,10/26/2021,2021,GA14,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019691.pdf,Marjorie Taylor Greene,DAWC,10/22/2021,purchase
"$1,000 - $15,000",DigitalBridge Group Inc,False,7/9/2022,2022,TX17,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021355.pdf,Pete Sessions,DBRG,7/8/2022,purchase
"$1,000 - $15,000","Dine Brands Global, Inc.",False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,DIN,12/8/2020,purchase
"$1,000 - $15,000","Dine Brands Global, Inc.",False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,DIN,12/3/2020,purchase
"$1,000 - $15,000","Dine Brands Global, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DIN,4/3/2019,sale_partial
"$1,000 - $15,000","Dine Brands Global, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DIN,6/24/2019,sale_full
"$50,000 - $100,000",Discover Financial Services,False,8/13/2020,2020,MD06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016927.pdf,David Trone,--,1/25/2019,sale_full
"$1,000 - $15,000",Discover Financial Services,False,2/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018168.pdf,Susie Lee,DFS,1/12/2021,purchase
"$1,000 - $15,000",Discover Financial Services,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,DFS,3/18/2020,sale_full
"$1,000 - $15,000",Discover Financial Services,False,10/24/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,Susie Lee,DFS,9/28/2020,purchase
"$15,000 - $50,000",Discover Financial Services,False,4/8/2022,2022,FL15,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218641.pdf,Scott Franklin,DIS,3/10/2022,purchase
"$1,000 - $15,000",Discover Finl Svs Var Rt Perp Mat,False,7/7/2020,2020,MN03,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,Dean Phillips,--,6/17/2020,purchase
"$1,000 - $15,000",Discovery Inc,False,7/15/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf,Josh Gottheimer,DISCA,6/15/2021,sale_full
"$1,000 - $15,000",Discovery Inc,False,3/7/2022,2022,NC05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020543.pdf,Virginia Foxx,DISCA,2/24/2022,purchase
"$1,000 - $15,000",Discovery Inc,False,4/21/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018534.pdf,Josh Gottheimer,DISCA,3/31/2021,purchase
"$1,000 - $15,000",Discovery Inc,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,DISCA,3/18/2020,purchase
"$1,000 - $15,000",Discovery Inc,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DISCA,6/24/2019,sale_full
"$50,000 - $100,000",District Columbia Go BDS,False,2/16/2021,2021,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018128.pdf,Suzan K. DelBene,--,1/6/2021,purchase
"$15,000 - $50,000",District Columbia Go BDS,False,2/14/2020,2020,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014990.pdf,Suzan K. DelBene,--,1/22/2020,purchase
"$500,000 - $1,000,000",District Columbia Go BDS,False,5/23/2022,2022,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021082.pdf,Suzan K. DelBene,--,5/6/2022,sale_full
"$15,000 - $50,000",District Columbia Go BDS,False,3/17/2021,2021,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018303.pdf,Suzan K. DelBene,--,2/16/2021,purchase
"$50,000 - $100,000",District Columbia Rev,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,--,1/9/2020,purchase
"$50,000 - $100,000",District Columbia Rev,False,1/2/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf,Donald Sternoff Beyer,--,12/16/2019,purchase
"$50,000 - $100,000",District Columbia Rev,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,--,7/14/2020,sale_full
"$50,000 - $100,000",District Columbia Rev,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,--,7/14/2020,sale_full
"$50,000 - $100,000",District Columbia Go BDS,False,10/29/2021,2021,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019708.pdf,Suzan K. DelBene,--,10/27/2021,purchase
"$1,000 - $15,000",District Columbia Go BDS,False,1/9/2022,2022,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020134.pdf,Suzan K. DelBene,--,12/23/2021,purchase
"$1,000 - $15,000",District Columbia Go BDS,False,5/14/2021,2021,WA01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018681.pdf,Suzan K. DelBene,--,4/12/2021,purchase
"$1,000 - $15,000",Diversey Holdings Ltf,False,5/5/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018528.pdf,Susie Lee,DESY,3/25/2021,purchase
"$1,000 - $15,000",Dividend reinvestment. Part of my spouse's retirement portfolio.,False,3/5/2021,2021,OR03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018338.pdf,Earl Blumenauer,NWN,2/12/2021,purchase
"$1,000 - $15,000",DMC Global Inc.,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,BOOM,6/4/2019,purchase
"$1,000 - $15,000",DMC Global Inc.,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,BOOM,6/24/2019,sale_full
"$15,000 - $50,000","DocuSign, Inc.",False,2/13/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018190.pdf,Marie Newman,DOCU,1/11/2021,purchase
"$15,000 - $50,000","DocuSign, Inc.",True,2/13/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018190.pdf,Marie Newman,DOCU,1/14/2021,sale_full
"$1,000 - $15,000","DocuSign, Inc.",False,2/13/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018190.pdf,Marie Newman,DOCU,1/14/2021,purchase
"$1,000 - $15,000",Dodge & Cox Global Stock F,False,1/19/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218535.pdf,"Charles J. ""Chuck"" Fleischmann",DODWX,12/22/2021,purchase
"$1,000 - $15,000",Dogecoin,False,5/17/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018758.pdf,Mark Dr Green,DOGE-USD,5/11/2021,sale_full
"$1,000 - $15,000",Dogecoin,False,4/15/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018586.pdf,Mark Dr Green,DOGE-USD,4/1/2021,purchase
"$1,000 - $15,000",Dogecoin,False,4/15/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018586.pdf,Mark Dr Green,DOGE-USD,4/14/2021,purchase
"$1,000 - $15,000",Dolby Laboratories,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,DLB,6/24/2019,sale_full
"$15,000 - $50,000",Dollar General Corp,False,12/29/2020,2020,TX24,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217786.pdf,Kenny Marchant,DG,11/19/2020,purchase
"$1,000 - $15,000",Dollar General Corp,False,7/13/2021,2021,CA17,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218147.pdf,Rohit Khanna,DG,6/1/2021,purchase
