amount,asset_description,cap_gains_over_200_usd,disclosure_date,disclosure_year,district,owner,ptr_link,representative,ticker,transaction_date,type
"$1,001 - $15,000",Amazon.com Inc,FALSE,6/6/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021045.pdf,Hon. Kathy Manning,AMZN,5/27/2022,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/15/2021,2021,LA06,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018587.pdf,Hon. Garret Graves,AMZN,4/12/2021,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AMZN,5/21/2021,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AMZN,5/21/2021,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AMZN,5/26/2021,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AMZN,6/24/2021,sale_full
"$500,001 - $1,000,000",Amazon.com Inc,FALSE,7/2/2021,2021,CA12,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019004.pdf,Hon. Nancy Pelosi,AMZN,5/21/2021,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/1/2021,2021,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018431.pdf,Hon. Donald Sternoff Honorable Beyer,AMZN,3/18/2021,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,10/7/2021,2021,CA19,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019592.pdf,Hon. Zoe Lofgren,AMZN,9/30/2021,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,2/9/2022,2022,TN08,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218561.pdf,Hon. David Kustoff,AMZN,2/7/2022,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,7/9/2021,2021,TX32,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019060.pdf,Hon. Pete Sessions,AMZN,5/5/2021,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/17/2021,2021,UT01,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,Hon. Blake Moore,AMZN,5/3/2021,sale_full
"$15,001 - $50,000",Amazon.com Inc,FALSE,4/9/2020,2020,UT03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Hon. John Curtis,AMZN,3/27/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/9/2020,2020,UT03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Hon. John Curtis,AMZN,4/29/2019,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/9/2020,2020,UT03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Hon. John Curtis,AMZN,12/23/2019,sale_partial
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/9/2020,2020,UT03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Hon. John Curtis,AMZN,8/2/2019,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/9/2020,2020,UT03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Hon. John Curtis,AMZN,3/4/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,10/16/2020,2020,UT03,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017519.pdf,Hon. John Curtis,AMZN,10/9/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,5/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf,Hon. Donald Sternoff Beyer,AMZN,4/27/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,10/9/2020,2020,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,Hon. Dean Phillips,AMZN,9/23/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,3/16/2020,2020,NJ05,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016181.pdf,Hon. Josh Gottheimer,AMZN,2/26/2020,purchase
"$100,001 - $250,000",Amazon.com Inc,FALSE,4/16/2020,2020,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,Hon. Kevin Hern,AMZN,3/26/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,5/4/2020,2020,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,Hon. K. Michael Conaway,AMZN,4/15/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,5/4/2020,2020,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,Hon. K. Michael Conaway,AMZN,4/15/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Hon. Donald Sternoff Beyer,AMZN,5/1/2020,sale_full
"$15,001 - $50,000",Amazon.com Inc,FALSE,11/5/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017632.pdf,Hon. Gilbert Cisneros,AMZN,10/29/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Hon. Donald Sternoff Beyer,AMZN,1/10/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,Hon. Donald Sternoff Beyer,AMZN,2/19/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,4/5/2020,2020,NJ11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf,Hon. Mikie Sherrill,AMZN,2/20/2020,sale_full
"$15,001 - $50,000",Amazon.com Inc,FALSE,4/11/2020,2020,NJ05,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,Hon. Josh Gottheimer,AMZN,3/17/2020,purchase
"$15,001 - $50,000",Amazon.com Inc,FALSE,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Hon. Donald Sternoff Beyer,AMZN,7/14/2020,sale_full
"$50,001 - $100,000",Amazon.com Inc,FALSE,9/4/2020,2020,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017070.pdf,Hon. K. Michael Conaway,AMZN,7/1/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,3/22/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016280.pdf,Hon. Alan S. Lowenthal,AMZN,3/16/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,3/22/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016281.pdf,Hon. Alan S. Lowenthal,AMZN,3/16/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,TRUE,8/7/2020,2020,SC04,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017111.pdf,Hon. William R. Timmons,AMZN,6/29/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,8/7/2020,2020,SC04,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017111.pdf,Hon. William R. Timmons,AMZN,5/28/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,2/19/2020,2020,NJ11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf,Hon. Mikie Sherrill,AMZN,1/15/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,TRUE,9/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017376.pdf,Hon. Alan S. Lowenthal,AMZN,9/3/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,9/15/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017378.pdf,Hon. Alan S. Lowenthal,AMZN,9/3/2020,sale_partial
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/29/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017036.pdf,Hon. Joe Courtney,AMZN,12/31/2019,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,4/27/2020,2020,IN05,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016445.pdf,Hon. Susan W. Brooks,AMZN,4/6/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,7/24/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017025.pdf,Hon. Alan S. Lowenthal,AMZN,7/10/2020,sale_partial
"$1,001 - $15,000",Amazon.com Inc,FALSE,8/15/2020,2020,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf,Hon. Kevin Hern,AMZN,7/27/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,TRUE,2/27/2020,2020,NC07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016128.pdf,Hon. David Cheston Rouzer,AMZN,1/31/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,12/3/2020,2020,PA03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017791.pdf,Hon. Dwight Evans,AMZN,10/21/2020,sale_partial
"$1,001 - $15,000",Amazon.com Inc,FALSE,12/22/2020,2020,CO07,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017902.pdf,Hon. Ed Perlmutter,AMZN,11/18/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,TRUE,2/19/2021,2021,GA14,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,Mrs. Marjorie Taylor Greene,AMZN,1/20/2021,sale_full
"$15,001 - $50,000",Amazon.com Inc,TRUE,2/19/2021,2021,GA14,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,Mrs. Marjorie Taylor Greene,AMZN,1/20/2021,sale_full
"$1,001 - $15,000",Amazon.com Inc,TRUE,9/14/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017355.pdf,Hon. Gilbert Cisneros,AMZN,8/11/2020,sale_partial
"$15,001 - $50,000",Amazon.com Inc,FALSE,8/27/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017260.pdf,Hon. Joe Courtney,AMZN,8/7/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,TRUE,12/9/2020,2020,NY25,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017819.pdf,Hon. Joseph D. Morelle,AMZN,11/20/2020,sale_full
"$50,001 - $100,000",Amazon.com Inc,FALSE,6/9/2020,2020,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016729.pdf,Hon. K. Michael Conaway,AMZN,5/19/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,5/7/2020,2020,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016559.pdf,Hon. Dean Phillips,AMZN,4/2/2020,purchase
"$1,001 - $15,000",Amazon.com Inc,FALSE,5/13/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016567.pdf,Hon. Gilbert Cisneros,AMZN,4/9/2020,sale_partial
"$50,001 - $100,000",Amazon.com Inc,FALSE,6/10/2020,2020,NJ05,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf,Hon. Josh Gottheimer,AMZN,5/18/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,6/10/2020,2020,CO07,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016738.pdf,Hon. Ed Perlmutter,AMZN,4/21/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,1/11/2021,2021,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017992.pdf,Hon. Gilbert Cisneros,AMZN,12/31/2020,purchase
"$1,000,001 - $5,000,000",Amazon.com Inc,FALSE,2/11/2020,2020,CA12,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015042.pdf,Hon. Nancy Pelosi,AMZN,1/16/2020,purchase
"$250,001 - $500,000",Amazon.com Inc,FALSE,2/11/2020,2020,CA12,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015042.pdf,Hon. Nancy Pelosi,AMZN,1/16/2020,sale_full
"$250,001 - $500,000",Amazon.com Inc,FALSE,2/11/2020,2020,CA12,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015042.pdf,Hon. Nancy Pelosi,AMZN,1/16/2020,sale_full
"$1,001 - $15,000",Amazon.com Inc,FALSE,10/17/2021,2021,TX17,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019345.pdf,Hon. Pete Sessions,AMZN,8/18/2021,purchase
"$1,001 - $15,000","Ambarella, Inc.",FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMBA,5/15/2019,purchase
"$1,001 - $15,000","Ambarella, Inc.",FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMBA,6/24/2019,sale_full
"$1,001 - $15,000","Ambarella, Inc.",FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMBA,4/16/2019,purchase
"$1,001 - $15,000",Ambev S.A. American Depositary Shares,FALSE,8/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017128.pdf,Hon. Josh Gottheimer,ABEV,7/16/2020,purchase
"$50,001 - $100,000",Ambev S.A. American Depositary Shares,FALSE,2/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015054.pdf,Hon. Greg Gianforte,ABEV,1/13/2020,purchase
"$1,001 - $15,000",Ambev S.A. American Depositary Shares,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,ABEV,3/15/2019,purchase
"$1,001 - $15,000",Ambev S.A. American Depositary Shares,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,ABEV,6/24/2019,sale_full
"$15,001 - $50,000",Ambev S.A. American Depositary Shares,FALSE,4/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016403.pdf,Hon. Greg Gianforte,ABEV,4/1/2020,purchase
"$1,001 - $15,000",Ambev S.A. American Depositary Shares,FALSE,7/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016893.pdf,Hon. Josh Gottheimer,ABEV,6/15/2020,sale_partial
"$15,001 - $50,000",Ambev S.A. American Depositary Shares,TRUE,3/16/2021,2021,MI03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf,Mr. Peter Meijer,ABEV,2/17/2021,sale_full
"$1,001 - $15,000",AMC Entertainment Holdings Inc,FALSE,8/23/2022,2022,CA25,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021587.pdf,Hon. Michael Garcia,AMC,8/12/2022,sale_full
"$1,001 - $15,000",AMC Networks Inc.,FALSE,5/29/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016678.pdf,Hon. Katherine M. Clark,AMCX,4/3/2020,sale_full
"$1,001 - $15,000",AMC Networks Inc.,FALSE,5/29/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016678.pdf,Hon. Katherine M. Clark,AMCX,4/3/2020,sale_full
"$1,001 - $15,000",AMC Networks Inc.,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMCX,6/24/2019,sale_full
"$50,001 - $100,000",AMCAP Fund,FALSE,1/22/2021,2021,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018064.pdf,Hon. K. Michael Conaway,--,12/17/2020,purchase
"$1,001 - $15,000",Amcor plc Ordinary Shares,FALSE,3/16/2022,2022,FL04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020629.pdf,Hon. John Rutherford,AMCR,2/17/2022,sale_full
"$15,001 - $50,000",AMD,FALSE,2/26/2021,2021,TN08,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217876.pdf,Hon. David Kustoff,AMD,2/9/2021,purchase
"$1,001 - $15,000",Amdocs Limited,FALSE,8/24/2020,2020,FL21,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,Hon. Lois Frankel,DOX,8/14/2020,sale_partial
"$1,001 - $15,000",Amdocs Limited,FALSE,8/24/2020,2020,FL21,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,Hon. Lois Frankel,DOX,8/13/2020,sale_partial
"$1,001 - $15,000",Amdocs Limited,FALSE,5/28/2020,2020,FL21,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016661.pdf,Hon. Lois Frankel,DOX,5/14/2020,sale_partial
"$1,001 - $15,000",Amedisys Inc,TRUE,11/9/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,Hon. Greg Gianforte,AMED,10/13/2020,sale_partial
"$1,001 - $15,000",Amedisys Inc,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMED,6/24/2019,sale_full
"$1,001 - $15,000",Amedisys Inc,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,AMED,4/16/2019,sale_partial
"$1,001 - $15,000",Ameren Corporation,FALSE,6/29/2022,2022,TN01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219056.pdf,Hon. Diana Harshbarger,AEE,6/14/2022,sale_full
"$1,001 - $15,000",Ameren Corporation,FALSE,6/29/2022,2022,TN01,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219056.pdf,Hon. Diana Harshbarger,AEE,6/14/2022,sale_full
"$1,001 - $15,000",Ameren Corporation,FALSE,2/11/2022,2022,TX17,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020443.pdf,Hon. Pete Sessions,AEE,1/18/2022,sale_full
"$1,001 - $15,000",Ameresco Inc,FALSE,7/13/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,Hon. Susie Lee,AMRC,6/17/2021,sale_full
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,10/16/2020,sale_partial
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,11/10/2020,purchase
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,12/18/2020,purchase
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,12/29/2020,purchase
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,1/7/2021,sale_partial
"$15,001 - $50,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,1/8/2021,sale_partial
"$15,001 - $50,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,3/9/2021,purchase
"$1,001 - $15,000",Ameresco Inc,FALSE,8/26/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019374.pdf,Hon. Tom Malinowski,AMRC,11/10/2020,sale_partial
"$1,001 - $15,000",Ameresco Inc,FALSE,6/23/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018967.pdf,Hon. Tom Malinowski,AMRC,5/26/2021,sale_full
"$1,001 - $15,000",Ameresco Inc,FALSE,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Hon. Susie Lee,AMRC,12/29/2020,purchase
"$1,001 - $15,000",Ameresco Inc,FALSE,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Hon. Susie Lee,AMRC,12/22/2020,purchase
"$15,001 - $50,000",Ameresco Inc,FALSE,3/6/2021,2021,NJ07,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018344.pdf,Hon. Tom Malinowski,AMRC,2/5/2021,sale_full
"$1,001 - $15,000",American Airlines,FALSE,3/28/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018471.pdf,Hon. Mark Dr Green,AAL,3/16/2021,purchase
"$1,001 - $15,000",American Airlines,FALSE,3/28/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018471.pdf,Hon. Mark Dr Green,AAL,3/24/2021,purchase
"$15,001 - $50,000",American Airlines,FALSE,12/29/2020,2020,TX24,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217786.pdf,Hon. Kenny Marchant,AA,11/17/2020,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,2/13/2021,2021,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018175.pdf,Hon. Dean Phillips,AAL,1/5/2021,sale_partial
"$1,001 - $15,000",American Airlines Group Inc,FALSE,1/9/2021,2021,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017991.pdf,Hon. Dean Phillips,AAL,12/18/2020,purchase
"$1,001 - $15,000",American Airlines Group Inc,FALSE,4/2/2021,2021,ID02,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018508.pdf,Hon. Michael K. Simpson,AAL,3/18/2021,purchase
"$1,001 - $15,000",American Airlines Group Inc,FALSE,9/3/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019418.pdf,Hon. Patrick Fallon,AAL,8/10/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,9/3/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019418.pdf,Hon. Patrick Fallon,AAL,8/10/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,10/5/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019582.pdf,Hon. Patrick Fallon,AAL,10/4/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,4/15/2021,2021,TN07,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018586.pdf,Hon. Mark Dr Green,AAL,3/24/2021,purchase
"$1,001 - $15,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAL,6/24/2021,sale_full
"$50,001 - $100,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAL,5/26/2021,purchase
"$100,001 - $250,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAL,5/24/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAL,5/26/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAL,6/24/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,7/2/2021,2021,TX04,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf,Hon. Patrick Fallon,AAl,5/26/2021,sale_full
"$1,001 - $15,000",American Airlines Group Inc,FALSE,6/15/2020,2020,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016759.pdf,Hon. Dean Phillips,AAL,5/13/2020,purchase
"$15,001 - $50,000",American Airlines Group Inc,FALSE,11/23/2020,2020,CA25,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,Hon. Michael Garcia,AAL,7/9/2020,purchase
"$15,001 - $50,000",American Airlines Group Inc,FALSE,11/23/2020,2020,CA25,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,Hon. Michael Garcia,AAL,10/26/2020,purchase
"$15,001 - $50,000",American Airlines Group Inc,FALSE,11/23/2020,2020,CA25,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,Hon. Michael Garcia,AAL,11/9/2020,sale_partial
"$15,001 - $50,000",American Airlines Group Inc,FALSE,12/15/2020,2020,TX11,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017831.pdf,Hon. K. Michael Conaway,AAL,11/30/2020,purchase
"$1,001 - $15,000",American Airlines Group Inc,FALSE,5/5/2020,2020,RI02,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016547.pdf,Hon. James R. Langevin,AAL,3/25/2020,purchase
