m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3187"
"2012-11-01 00:00:00","c#","12231"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13594"
"2012-11-01 00:00:00","javascript","12326"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11759"
"2012-11-01 00:00:00","python","6388"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10946"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12406"
"2012-12-01 00:00:00","javascript","11738"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11038"
"2012-12-01 00:00:00","python","5748"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12749"
"2013-01-01 00:00:00","c++","6036"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13694"
"2013-01-01 00:00:00","javascript","13783"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12841"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3092"
"2013-02-01 00:00:00","c#","12477"
"2013-02-01 00:00:00","c++","6062"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13681"
"2013-02-01 00:00:00","javascript","13613"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12524"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2215"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3438"
"2013-03-01 00:00:00","c#","14226"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15887"
"2013-03-01 00:00:00","javascript","15273"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14075"
"2013-03-01 00:00:00","python","7610"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3522"
"2013-04-01 00:00:00","c#","13870"
"2013-04-01 00:00:00","c++","7110"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16197"
"2013-04-01 00:00:00","javascript","15300"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13373"
"2013-04-01 00:00:00","python","7920"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3188"
"2013-05-01 00:00:00","c#","13444"
"2013-05-01 00:00:00","c++","6822"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15242"
"2013-05-01 00:00:00","javascript","15025"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13043"
"2013-05-01 00:00:00","python","7796"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2338"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","294"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12764"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13896"
"2013-06-01 00:00:00","javascript","14574"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12669"
"2013-06-01 00:00:00","python","7587"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14147"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15150"
"2013-07-01 00:00:00","javascript","16779"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14263"
"2013-07-01 00:00:00","python","8598"
"2013-07-01 00:00:00","r","1966"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13821"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15021"
"2013-08-01 00:00:00","javascript","16798"
"2013-08-01 00:00:00","perl","835"
"2013-08-01 00:00:00","php","14256"
"2013-08-01 00:00:00","python","7930"
"2013-08-01 00:00:00","r","1916"
"2013-08-01 00:00:00","ruby","2478"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3386"
"2013-09-01 00:00:00","c#","13735"
"2013-09-01 00:00:00","c++","6540"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16232"
"2013-09-01 00:00:00","javascript","17660"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14215"
"2013-09-01 00:00:00","python","7954"
"2013-09-01 00:00:00","r","1710"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","378"
"2013-10-01 00:00:00","c","4231"
"2013-10-01 00:00:00","c#","15172"
"2013-10-01 00:00:00","c++","7961"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18667"
"2013-10-01 00:00:00","javascript","19682"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15272"
"2013-10-01 00:00:00","python","9474"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","416"
"2013-11-01 00:00:00","c","4280"
"2013-11-01 00:00:00","c#","14565"
"2013-11-01 00:00:00","c++","8116"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18718"
"2013-11-01 00:00:00","javascript","18451"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14847"
"2013-11-01 00:00:00","python","9482"
"2013-11-01 00:00:00","r","2187"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3497"
"2013-12-01 00:00:00","c#","13602"
"2013-12-01 00:00:00","c++","7002"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17423"
"2013-12-01 00:00:00","javascript","17979"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14399"
"2013-12-01 00:00:00","python","8445"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2442"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3728"
"2014-01-01 00:00:00","c#","15308"
"2014-01-01 00:00:00","c++","7685"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18627"
"2014-01-01 00:00:00","javascript","21082"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16741"
"2014-01-01 00:00:00","python","9827"
"2014-01-01 00:00:00","r","2346"
"2014-01-01 00:00:00","ruby","2758"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3967"
"2014-02-01 00:00:00","c#","15093"
"2014-02-01 00:00:00","c++","7659"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19193"
"2014-02-01 00:00:00","javascript","21100"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16476"
"2014-02-01 00:00:00","python","9883"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2600"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4550"
"2014-03-01 00:00:00","c#","16134"
"2014-03-01 00:00:00","c++","8657"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21916"
"2014-03-01 00:00:00","javascript","22592"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18263"
"2014-03-01 00:00:00","python","11406"
"2014-03-01 00:00:00","r","2805"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4001"
"2014-04-01 00:00:00","c#","15262"
"2014-04-01 00:00:00","c++","8112"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20794"
"2014-04-01 00:00:00","javascript","21351"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17578"
"2014-04-01 00:00:00","python","10741"
"2014-04-01 00:00:00","r","2730"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13858"
"2014-05-01 00:00:00","c++","6769"
"2014-05-01 00:00:00","delphi","470"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17905"
"2014-05-01 00:00:00","javascript","19708"
"2014-05-01 00:00:00","perl","795"
"2014-05-01 00:00:00","php","14689"
"2014-05-01 00:00:00","python","9226"
"2014-05-01 00:00:00","r","2580"
"2014-05-01 00:00:00","ruby","2672"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","268"
"2014-06-01 00:00:00","c","2764"
"2014-06-01 00:00:00","c#","12454"
"2014-06-01 00:00:00","c++","5656"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15869"
"2014-06-01 00:00:00","javascript","18234"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12946"
"2014-06-01 00:00:00","python","8901"
"2014-06-01 00:00:00","r","2398"
"2014-06-01 00:00:00","ruby","2331"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2825"
"2014-07-01 00:00:00","c#","13649"
"2014-07-01 00:00:00","c++","6262"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17321"
"2014-07-01 00:00:00","javascript","20069"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14224"
"2014-07-01 00:00:00","python","9902"
"2014-07-01 00:00:00","r","2634"
"2014-07-01 00:00:00","ruby","2554"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2671"
"2014-08-01 00:00:00","c#","12475"
"2014-08-01 00:00:00","c++","5869"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15706"
"2014-08-01 00:00:00","javascript","18419"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13172"
"2014-08-01 00:00:00","python","9103"
"2014-08-01 00:00:00","r","2472"
"2014-08-01 00:00:00","ruby","2461"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","281"
"2014-09-01 00:00:00","c","3226"
"2014-09-01 00:00:00","c#","12307"
"2014-09-01 00:00:00","c++","6175"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16663"
"2014-09-01 00:00:00","javascript","18088"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13324"
"2014-09-01 00:00:00","python","8764"
"2014-09-01 00:00:00","r","2360"
"2014-09-01 00:00:00","ruby","2274"
"2014-09-01 00:00:00","swift","1898"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3799"
"2014-10-01 00:00:00","c#","12541"
"2014-10-01 00:00:00","c++","6832"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17867"
"2014-10-01 00:00:00","javascript","18889"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13568"
"2014-10-01 00:00:00","python","9577"
"2014-10-01 00:00:00","r","2772"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2462"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c","3662"
"2014-11-01 00:00:00","c#","11869"
"2014-11-01 00:00:00","c++","6551"
"2014-11-01 00:00:00","delphi","427"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17838"
"2014-11-01 00:00:00","javascript","17966"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13030"
"2014-11-01 00:00:00","python","9565"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","swift","2559"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3151"
"2014-12-01 00:00:00","c#","11077"
"2014-12-01 00:00:00","c++","6078"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16363"
"2014-12-01 00:00:00","javascript","16971"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12329"
"2014-12-01 00:00:00","python","9035"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2146"
"2014-12-01 00:00:00","swift","2487"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3206"
"2015-01-01 00:00:00","c#","11737"
"2015-01-01 00:00:00","c++","6126"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16525"
"2015-01-01 00:00:00","javascript","18519"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13601"
"2015-01-01 00:00:00","python","9676"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2427"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11783"
"2015-02-01 00:00:00","c++","6471"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16746"
"2015-02-01 00:00:00","javascript","18658"
"2015-02-01 00:00:00","perl","565"
"2015-02-01 00:00:00","php","13512"
"2015-02-01 00:00:00","python","10196"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13268"
"2015-03-01 00:00:00","c++","7387"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19753"
"2015-03-01 00:00:00","javascript","20535"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14910"
"2015-03-01 00:00:00","python","11599"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3592"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13085"
"2015-04-01 00:00:00","c++","7143"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19796"
"2015-04-01 00:00:00","javascript","20897"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14963"
"2015-04-01 00:00:00","python","11441"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3521"
"2015-05-01 00:00:00","c#","13360"
"2015-05-01 00:00:00","c++","6814"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18535"
"2015-05-01 00:00:00","javascript","22144"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14577"
"2015-05-01 00:00:00","python","11211"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3796"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3166"
"2015-06-01 00:00:00","c#","13532"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17843"
"2015-06-01 00:00:00","javascript","22613"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14368"
"2015-06-01 00:00:00","python","11806"
"2015-06-01 00:00:00","r","3429"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14116"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18689"
"2015-07-01 00:00:00","javascript","23968"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15374"
"2015-07-01 00:00:00","python","12315"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13226"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17088"
"2015-08-01 00:00:00","javascript","22162"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14245"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2314"
"2015-08-01 00:00:00","swift","5085"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12921"
"2015-09-01 00:00:00","c++","5910"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16935"
"2015-09-01 00:00:00","javascript","21396"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13502"
"2015-09-01 00:00:00","python","10963"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2158"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12791"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18537"
"2015-10-01 00:00:00","javascript","21821"
"2015-10-01 00:00:00","perl","498"
"2015-10-01 00:00:00","php","13907"
"2015-10-01 00:00:00","python","12481"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4295"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3613"
"2015-11-01 00:00:00","c#","12376"
"2015-11-01 00:00:00","c++","7083"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17770"
"2015-11-01 00:00:00","javascript","21266"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13318"
"2015-11-01 00:00:00","python","12288"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3085"
"2015-12-01 00:00:00","c#","12134"
"2015-12-01 00:00:00","c++","6558"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16544"
"2015-12-01 00:00:00","javascript","21077"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13728"
"2015-12-01 00:00:00","python","11652"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4372"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12360"
"2016-01-01 00:00:00","c++","6097"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16618"
"2016-01-01 00:00:00","javascript","22504"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14579"
"2016-01-01 00:00:00","python","12344"
"2016-01-01 00:00:00","r","3538"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4783"
"2016-02-01 00:00:00","assembly","348"
"2016-02-01 00:00:00","c","3275"
"2016-02-01 00:00:00","c#","12727"
"2016-02-01 00:00:00","c++","6552"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17842"
"2016-02-01 00:00:00","javascript","22470"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14911"
"2016-02-01 00:00:00","python","13244"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13604"
"2016-03-01 00:00:00","c++","7017"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19888"
"2016-03-01 00:00:00","javascript","24087"
"2016-03-01 00:00:00","perl","468"
"2016-03-01 00:00:00","php","15119"
"2016-03-01 00:00:00","python","14058"
"2016-03-01 00:00:00","r","4043"
"2016-03-01 00:00:00","ruby","2258"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3353"
"2016-04-01 00:00:00","c#","13713"
"2016-04-01 00:00:00","c++","6889"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19471"
"2016-04-01 00:00:00","javascript","23446"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14457"
"2016-04-01 00:00:00","python","13650"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4746"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2717"
"2016-05-01 00:00:00","c#","13489"
"2016-05-01 00:00:00","c++","6130"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17017"
"2016-05-01 00:00:00","javascript","22986"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14427"
"2016-05-01 00:00:00","python","13099"
"2016-05-01 00:00:00","r","3800"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4414"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13055"
"2016-06-01 00:00:00","c++","5714"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22142"
"2016-06-01 00:00:00","perl","439"
"2016-06-01 00:00:00","php","13608"
"2016-06-01 00:00:00","python","12904"
"2016-06-01 00:00:00","r","3863"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4791"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","11997"
"2016-07-01 00:00:00","c++","5466"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14935"
"2016-07-01 00:00:00","javascript","22198"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12905"
"2016-07-01 00:00:00","python","12822"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4929"
"2016-08-01 00:00:00","assembly","257"
"2016-08-01 00:00:00","c","2214"
"2016-08-01 00:00:00","c#","12716"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15172"
"2016-08-01 00:00:00","javascript","22654"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12868"
"2016-08-01 00:00:00","python","12907"
"2016-08-01 00:00:00","r","3784"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4901"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11096"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14668"
"2016-09-01 00:00:00","javascript","20442"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12125"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4856"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11449"
"2016-10-01 00:00:00","c++","5967"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15322"
"2016-10-01 00:00:00","javascript","20438"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12256"
"2016-10-01 00:00:00","python","13499"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11645"
"2016-11-01 00:00:00","c++","6074"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
