name,duration,playcount,listeners,mbid,url,artist,mbid,url
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),0,3875199,575215,,https://www.last.fm/music/Eminem/_/The+Monster,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,https://www.last.fm/music/Eminem
ゆめうつつ,0,2386255,292333,,https://www.last.fm/music/Tame+Impala/_/Is+it+true,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala
What if…,0,5855010,227466,,https://www.last.fm/music/BTS/_/Anpanman,BTS,0d79fe8e-ba27-4859-bb8c-2f255f346853,https://www.last.fm/music/BTS
Spitting Off The Edge Of The World,0,954346,133344,,https://www.last.fm/music/Del+Water+Gap/_/Ode+to+a+Conversation+Stuck+in+Your+Throat,Del Water Gap,5f606b3d-fab7-4d39-bcdb-f5d42edae945,https://www.last.fm/music/Del+Water+Gap
Dragonball Durag,0,2526938,261327,,https://www.last.fm/music/Billie+Eilish/_/GOLDWING,Billie Eilish,,https://www.last.fm/music/Billie+Eilish
Die4Guy,0,2902222,180249,,https://www.last.fm/music/Juice+WRLD/_/Empty,Juice WRLD,,https://www.last.fm/music/Juice+WRLD
Good In Bed,0,6546326,980894,44a45290-c175-4137-8290-d721fc0bbc8c,https://www.last.fm/music/The+Fratellis/_/Chelsea+Dagger,The Fratellis,f4ad883e-9a92-45ed-a540-a49c2d1c36dd,https://www.last.fm/music/The+Fratellis
Bad Vibes Forever,0,71174,29307,,https://www.last.fm/music/Kid+Cudi/_/My+Drug,Kid Cudi,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,https://www.last.fm/music/Kid+Cudi
I. The Worst Guys,0,2361991,230510,,https://www.last.fm/music/Post+Malone/_/Feeling+Whitney,Post Malone,,https://www.last.fm/music/Post+Malone
No Lie,0,2761168,250462,,https://www.last.fm/music/Jack+Harlow/_/Tyler+Herro,Jack Harlow,,https://www.last.fm/music/Jack+Harlow
Just Can’t Get Enough,0,2103092,272672,,https://www.last.fm/music/Rihanna/_/Sex+With+Me,Rihanna,db36a76f-4cdf-43ac-8cd0-5e48092d2bae,https://www.last.fm/music/Rihanna
Given-Taken,0,3148677,205236,,https://www.last.fm/music/TWICE/_/YES+or+YES,TWICE,d594ff3d-d3ca-4d2e-bb6a-a7dada9af0c5,https://www.last.fm/music/TWICE
From Eden,0,1661706,187803,,https://www.last.fm/music/KYLE/_/Don%27t+Wanna+Fall+In+Love,KYLE,75b7ef51-0b2c-4e86-978a-b8a98095eed7,https://www.last.fm/music/KYLE
Picture In My Mind,243,3062570,419198,f02bc1ad-3e59-4d33-83c8-e54c7d2a6829,https://www.last.fm/music/Mariah+Carey/_/Fantasy,Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,https://www.last.fm/music/Mariah+Carey
Relax,0,326731,29276,,https://www.last.fm/music/NMixx/_/COOL+(Your+rainbow),NMixx,,https://www.last.fm/music/NMixx
Sabotage,0,2714540,339575,,https://www.last.fm/music/Neutral+Milk+Hotel/_/King+of+Carrot+Flowers+Pt.+1,Neutral Milk Hotel,a506f761-2c22-4b2f-8a94-bd748c2c8f75,https://www.last.fm/music/Neutral+Milk+Hotel
We Might Even Be Falling in Love (Interlude),0,380030,65578,,https://www.last.fm/music/Willow/_/%3Cmaybe%3E+it%27s+my+fault,Willow,c53bb734-57cb-43eb-a6d1-e4794c9b9295,https://www.last.fm/music/Willow
CAROUSEL,0,811799,100334,,https://www.last.fm/music/Muna/_/Silk+Chiffon,Muna,,https://www.last.fm/music/Muna
Love Shot,406,7779257,982469,7a7bc35c-c49c-408b-a860-23a8cfef6d43,https://www.last.fm/music/Arctic+Monkeys/_/A+Certain+Romance,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
What's Up?,0,636686,79864,,https://www.last.fm/music/Kordhell/_/Live+Another+Day,Kordhell,,https://www.last.fm/music/Kordhell
LUST.,0,3469948,351702,,https://www.last.fm/music/lil+Mosey/_/Blueberry+Faygo,lil Mosey,,https://www.last.fm/music/lil+Mosey
No Bitterness,0,971058,151827,,https://www.last.fm/music/Pusha+T/_/Scrape+It+Off+(feat.+Lil+Uzi+Vert+&+Don+Toliver),Pusha T,14ecd19f-7121-4192-8549-e5056241a42f,https://www.last.fm/music/Pusha+T
Harvey,0,2342820,285342,,https://www.last.fm/music/Kanye+West/_/NEW+AGAIN,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
It's Not The Same Anymore,0,2623587,230874,,https://www.last.fm/music/lil+tjay/_/Calling+My+Phone,lil tjay,,https://www.last.fm/music/lil+tjay
Playing God,0,483235,107347,,https://www.last.fm/music/Men+I+Trust/_/Oncle+Jazz,Men I Trust,,https://www.last.fm/music/Men+I+Trust
Un Coco,0,1370992,116264,,https://www.last.fm/music/yeat/_/Rackz+Got+M%C3%AB+(feat.+Gunna),yeat,,https://www.last.fm/music/yeat
Flip That,234,8844317,1232790,f5f6068d-b660-4be3-a8aa-81c55c16d687,https://www.last.fm/music/3+Doors+Down/_/Kryptonite,3 Doors Down,2386cd66-e923-4e8e-bf14-2eebe2e9b973,https://www.last.fm/music/3+Doors+Down
SUPER BOARD,0,1792336,142016,,https://www.last.fm/music/Lil+Baby/_/Life+Goes+On,Lil Baby,,https://www.last.fm/music/Lil+Baby
Where's My Love,188,3853888,435943,2fa14586-f809-4e7d-8db1-5c9d1418d45b,https://www.last.fm/music/My+Chemical+Romance/_/Cemetery+Drive,My Chemical Romance,c07f0676-9143-4217-8a9f-4c26bd636f13,https://www.last.fm/music/My+Chemical+Romance
Crack Baby,0,1789185,211903,,https://www.last.fm/music/Fivio+Foreign/_/City+of+Gods,Fivio Foreign,,https://www.last.fm/music/Fivio+Foreign
Hell Above,0,1972746,233019,,https://www.last.fm/music/The+Weeknd/_/Hurt+You,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Bane,0,2439549,291624,,https://www.last.fm/music/Khalid/_/8TEEN,Khalid,c6bfb05d-f570-46c8-98e1-e25441189770,https://www.last.fm/music/Khalid
Woods,0,2935239,302102,,https://www.last.fm/music/Doja+Cat/_/Naked,Doja Cat,5df62a88-cac9-490a-b62c-c7c88f4020f4,https://www.last.fm/music/Doja+Cat
Demi Moore,0,4474047,216975,,https://www.last.fm/music/BLACKPINK/_/Love+To+Hate+Me,BLACKPINK,,https://www.last.fm/music/BLACKPINK
Shattered Dreams,0,600578,114032,,https://www.last.fm/music/J.+Cole/_/G.O.M.D,J. Cole,875203e1-8e58-4b86-8dcb-7190faf411c5,https://www.last.fm/music/J.+Cole
Party Rock Anthem,0,4025677,279860,,https://www.last.fm/music/Chloe+x+Halle/_/Do+It,Chloe x Halle,,https://www.last.fm/music/Chloe+x+Halle
Love$ick (feat. A$AP Rocky),0,638845,54231,,https://www.last.fm/music/Corpse/_/MISA+MISA%21,Corpse,fe7fa4e4-90d6-4222-849a-421e791cb517,https://www.last.fm/music/Corpse
Alive,0,2741061,333304,,https://www.last.fm/music/Kanye+West/_/Junya,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Love My Way,0,405304,51781,,https://www.last.fm/music/Pierce+The+Veil/_/Pass+The+Nirvana,Pierce The Veil,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,https://www.last.fm/music/Pierce+The+Veil
Deep,228,3102313,687099,8e13de06-8ada-4a68-91ad-171204ed59c2,https://www.last.fm/music/Bee+Gees/_/Stayin%27+Alive,Bee Gees,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,https://www.last.fm/music/Bee+Gees
Runaway Baby,0,3791734,285270,,https://www.last.fm/music/Machine+Gun+Kelly/_/my+ex%27s+best+friend+(with+blackbear),Machine Gun Kelly,f6af669a-56ea-448a-a044-de76181ada33,https://www.last.fm/music/Machine+Gun+Kelly
So What,0,4163504,462085,,https://www.last.fm/music/Carly+Rae+Jepsen/_/I+Really+Like+You,Carly Rae Jepsen,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,https://www.last.fm/music/Carly+Rae+Jepsen
Don't Go Breaking My Heart,175,4129927,718104,e3d05bf5-f4a1-4b08-b73b-3cd609241270,https://www.last.fm/music/The+Turtles/_/Happy+Together,The Turtles,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,https://www.last.fm/music/The+Turtles
The Lazy Song,0,3148670,311584,,https://www.last.fm/music/Lana+Del+Rey/_/Music+To+Watch+Boys+To,Lana Del Rey,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",0,1887698,227294,,https://www.last.fm/music/Jhen%C3%A9+Aiko/_/Sativa,Jhené Aiko,ceb3f5b7-9f1a-430f-afbe-976fdcf30482,https://www.last.fm/music/Jhen%C3%A9+Aiko
Ex-Factor,0,2306620,196128,,https://www.last.fm/music/Ghost/_/Square+Hammer,Ghost,ed81302a-c095-4f0d-a243-ec362956fee7,https://www.last.fm/music/Ghost
In a Good Way,220,5307903,523060,b8c633ae-5c3b-48ee-b0bd-ad9340c90d72,https://www.last.fm/music/Lana+Del+Rey/_/Lolita,Lana Del Rey,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey
Maple Syrup,0,3942665,403200,,https://www.last.fm/music/Miley+Cyrus/_/Malibu,Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,https://www.last.fm/music/Miley+Cyrus
help_urself,0,2763616,300374,,https://www.last.fm/music/FINNEAS/_/Let%27s+Fall+In+Love+For+The+Night,FINNEAS,,https://www.last.fm/music/FINNEAS
Dammit,235,1841775,442777,b2b06ad9-7be5-4708-8df9-23ef2cf74147,https://www.last.fm/music/Akon/_/Lonely,Akon,1138a764-2212-4d0a-b02d-0dc14df91e08,https://www.last.fm/music/Akon
STOP,0,2089575,183293,,https://www.last.fm/music/Playboi+Carti/_/LET+IT+GO,Playboi Carti,,https://www.last.fm/music/Playboi+Carti
Unsainted,188,4655886,750524,a44e79ac-dbc1-470c-b3ad-f17913055a81,https://www.last.fm/music/Jimi+Hendrix/_/Little+Wing,Jimi Hendrix,06fb1c8b-566e-4cb2-985b-b467c90781d4,https://www.last.fm/music/Jimi+Hendrix
Banking On Me,323,6189689,885128,f629c5d1-4f71-42b1-8bb8-8a3b90f84982,https://www.last.fm/music/Kansas/_/Carry+on+Wayward+Son,Kansas,69689acf-d9cd-4d20-a972-47db4ed51b1a,https://www.last.fm/music/Kansas
For What It's Worth,0,955539,118146,,https://www.last.fm/music/Montell+Fish/_/Fall+in+Love+with+You.,Montell Fish,,https://www.last.fm/music/Montell+Fish
Heads Will Roll,0,8012597,189679,,https://www.last.fm/music/RM/_/seoul+(prod.+HONNE),RM,e6700906-07e1-48fe-bc46-33cf8b3f55b5,https://www.last.fm/music/RM
Best Of Me,287,2474526,259693,51be5dfa-2a59-4795-882a-1ab7390557d7,https://www.last.fm/music/Deftones/_/Beauty+School,Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46,https://www.last.fm/music/Deftones
Pepas,194,2122273,456275,f4992365-73ee-40fe-9502-5eb6e7b9d67c,https://www.last.fm/music/Daddy+Yankee/_/Gasolina,Daddy Yankee,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,https://www.last.fm/music/Daddy+Yankee
Blessing,0,1167215,228369,,https://www.last.fm/music/Daryl+Hall+&+John+Oates/_/Maneater,Daryl Hall & John Oates,,https://www.last.fm/music/Daryl+Hall+&+John+Oates
Many Mirrors,240,5254639,934267,60572fab-c835-4733-aa5a-2864c318c9c8,https://www.last.fm/music/Elton+John/_/Your+Song,Elton John,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,https://www.last.fm/music/Elton+John
Videotape,0,1607922,139820,,https://www.last.fm/music/Conan+Gray/_/Jigsaw,Conan Gray,,https://www.last.fm/music/Conan+Gray
Polly,0,2362960,216165,,https://www.last.fm/music/Grimes/_/4%C3%86M,Grimes,7e5a2a59-6d9f-4a17-b7c2-e1eedb7bd222,https://www.last.fm/music/Grimes
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,0,3765500,446574,,https://www.last.fm/music/Cardi+B/_/I+Like+It,Cardi B,,https://www.last.fm/music/Cardi+B
HOUSTONFORNICATION,0,366298,66428,,https://www.last.fm/music/Jid/_/Stars+(feat.+Yasiin+Bey),Jid,,https://www.last.fm/music/Jid
Dah Dah DahDah,0,1905417,208470,,https://www.last.fm/music/SKI+MASK+THE+SLUMP+GOD/_/Take+A+Step+Back,SKI MASK THE SLUMP GOD,,https://www.last.fm/music/SKI+MASK+THE+SLUMP+GOD
Bartender,0,6463071,1055988,2f49744a-56e8-49e5-b454-5be772edda20,https://www.last.fm/music/Nirvana/_/Breed,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6,https://www.last.fm/music/Nirvana
D>E>A>T>H>M>E>T>A>L,0,150637,34083,,https://www.last.fm/music/Alex+G/_/Miracles,Alex G,b9e306aa-5f93-4f50-9dd1-335526e33c1a,https://www.last.fm/music/Alex+G
Obsessed,229,1058300,189621,857e6e11-93b0-4383-9600-5abae8efbe16,https://www.last.fm/music/King+Geedorah/_/Next+Levels,King Geedorah,343ce4fa-54b3-47b8-bd27-b379cf50f7ff,https://www.last.fm/music/King+Geedorah
Juicy - 2005 Remaster,0,10878591,1108569,,https://www.last.fm/music/Mumford+&+Sons/_/Little+Lion+Man,Mumford & Sons,c44e9c22-ef82-4a77-9bcd-af6c958446d6,https://www.last.fm/music/Mumford+&+Sons
The Blacker the Berry,0,1843262,171085,,https://www.last.fm/music/21+Savage/_/can%27t+leave+without+it,21 Savage,,https://www.last.fm/music/21+Savage
f song,0,2003639,222083,,https://www.last.fm/music/Briston+Maroney/_/Freakin%27+Out+on+the+Interstate,Briston Maroney,,https://www.last.fm/music/Briston+Maroney
R.E.M,0,3437675,450568,,https://www.last.fm/music/Kanye+West/_/I+Am+a+God,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
MY SATISFACTION,0,1038536,130461,,https://www.last.fm/music/JPEGMAFIA/_/WHAT+KIND+OF+RAPPIN%27+IS+THIS%3F,JPEGMAFIA,,https://www.last.fm/music/JPEGMAFIA
Best of You,231,1206092,159630,,https://www.last.fm/music/Zion+&+Lennox/_/Yo+Voy+(Feat.+Daddy+Yankee),Zion & Lennox,a06afacd-7894-442e-95ba-49366b2b3e02,https://www.last.fm/music/Zion+&+Lennox
We Don't Talk About Bruno,0,1685089,95223,,https://www.last.fm/music/TWICE/_/Doughnut,TWICE,d594ff3d-d3ca-4d2e-bb6a-a7dada9af0c5,https://www.last.fm/music/TWICE
On Top of the World,0,2021548,280772,,"https://www.last.fm/music/Tyler,+the+Creator/_/SAFARI","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
Cool,0,3279928,345729,,https://www.last.fm/music/Jack+Harlow/_/WHATS+POPPIN,Jack Harlow,,https://www.last.fm/music/Jack+Harlow
Unbothered,200,6011589,823093,24a4309d-d49e-433d-9b65-b5305a47f9c7,https://www.last.fm/music/Pixies/_/Debaser,Pixies,b6b2bb8d-54a9-491f-9607-7b546023b433,https://www.last.fm/music/Pixies
13,0,2473899,285369,,https://www.last.fm/music/Sia/_/Unstoppable,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,https://www.last.fm/music/Sia
Concorde,0,2418804,249231,,https://www.last.fm/music/Joey+Bada$$/_/TEMPTATION,Joey Bada$$,9757ae7d-44b1-4d63-81ce-b463fe27b9ae,https://www.last.fm/music/Joey+Bada$$
Fat Lip,257,6216549,959745,5a57b450-fecd-4ab5-a400-1e4b5d22dfbc,https://www.last.fm/music/The+Offspring/_/Self+Esteem,The Offspring,23a03e33-a603-404e-bcbf-2c00159d7067,https://www.last.fm/music/The+Offspring
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",0,77990,28978,,https://www.last.fm/music/Slipknot/_/Warranty,Slipknot,ceb7b6be-1dbb-4d80-b157-5588bc884764,https://www.last.fm/music/Slipknot
Crazy Little Thing Called Love - Remastered 2011,0,1117814,136080,,https://www.last.fm/music/memo+boy/_/Insomniac,memo boy,,https://www.last.fm/music/memo+boy
Rebel Rebel - 2016 Remaster,0,722818,137895,,https://www.last.fm/music/Alexandra+Savior/_/Can%27t+help+myself,Alexandra Savior,,https://www.last.fm/music/Alexandra+Savior
Rap God,248,6402476,892181,53aa78a4-4746-4396-b248-2e9f5425141e,https://www.last.fm/music/Eminem/_/Not+Afraid,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,https://www.last.fm/music/Eminem
90 Proof (with J. Cole),0,2434604,284449,,https://www.last.fm/music/Coin/_/Talk+Too+Much,Coin,f64fa196-af36-4e01-877d-a339abbddd32,https://www.last.fm/music/Coin
Cherry Wine,204,2329614,529582,808e16d4-8e12-45b3-a201-be1233a14d36,https://www.last.fm/music/Rick+James/_/Super+Freak,Rick James,cba9cec2-be8d-41bd-91b4-a1cd7de39b0c,https://www.last.fm/music/Rick+James
London Calling - Remastered,0,2853496,298702,,https://www.last.fm/music/The+Neighbourhood/_/R.I.P.+2+My+Youth,The Neighbourhood,97b8d224-5660-419c-8dff-4b3bf0c33983,https://www.last.fm/music/The+Neighbourhood
Slumber Party (feat. Princess Nokia),276,2368294,449014,beeace41-6d25-4147-8184-d63a17363a72,https://www.last.fm/music/Rascal+Flatts/_/Life+Is+a+Highway,Rascal Flatts,6e0ae159-8449-4262-bba5-18ec87fa529f,https://www.last.fm/music/Rascal+Flatts
Right Now (feat. Pi'erre Bourne),0,2076153,197492,,https://www.last.fm/music/Bad+Bunny/_/LA+NOCHE+DE+ANOCHE,Bad Bunny,,https://www.last.fm/music/Bad+Bunny
It's Only Sex,0,635371,50681,,https://www.last.fm/music/Noah+Kahan/_/Stick+Season,Noah Kahan,,https://www.last.fm/music/Noah+Kahan
Never Hating (feat. Young Thug),299,6687619,1103052,57acd76a-a19a-49d9-bd4e-de4fa95c5961,https://www.last.fm/music/The+Who/_/Baba+O%27Riley,The Who,f2fa2f0c-b6d7-4d09-be35-910c110bb342,https://www.last.fm/music/The+Who
Outside (feat. Ellie Goulding),0,3506604,364061,,https://www.last.fm/music/Sufjan+Stevens/_/Death+with+Dignity,Sufjan Stevens,01d3c51b-9b98-418a-8d8e-37f6fab59d8c,https://www.last.fm/music/Sufjan+Stevens
Sky Walker (feat. Travis Scott),0,3766614,233915,,https://www.last.fm/music/Juice+WRLD/_/Righteous,Juice WRLD,,https://www.last.fm/music/Juice+WRLD
Beware,0,2315741,183422,,https://www.last.fm/music/DEAN/_/instagram,DEAN,fa063cd2-805a-4916-9dd3-9804bc23d7d5,https://www.last.fm/music/DEAN
good kid,198,3201801,592133,8ff083b9-b9d8-48eb-99db-1da9cda12e72,https://www.last.fm/music/Mac+Miller/_/Knock+Knock,Mac Miller,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,https://www.last.fm/music/Mac+Miller
Pray For Me,0,1695953,104843,,https://www.last.fm/music/Davi+Kneip/_/Sentadona+(Remix)+S2,Davi Kneip,,https://www.last.fm/music/Davi+Kneip
Pilot Jones,0,3888170,350814,,https://www.last.fm/music/Cardi+B/_/UP,Cardi B,,https://www.last.fm/music/Cardi+B
Let It Be - Remastered 2009,210,3439463,351948,0fc09c43-e00e-4025-a677-a61908788d49,https://www.last.fm/music/Lana+Del+Rey/_/Fucked+My+Way+Up+to+the+Top,Lana Del Rey,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey
bliss,0,2741665,439352,,https://www.last.fm/music/Rihanna/_/What%27s+My+Name%3F,Rihanna,db36a76f-4cdf-43ac-8cd0-5e48092d2bae,https://www.last.fm/music/Rihanna
Black & White,0,1274690,74305,,https://www.last.fm/music/LE+SSERAFIM/_/The+Great+Mermaid,LE SSERAFIM,,https://www.last.fm/music/LE+SSERAFIM
No Sl33p,0,4031527,509229,,https://www.last.fm/music/Adele/_/Send+My+Love+(To+Your+New+Lover),Adele,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,https://www.last.fm/music/Adele
Loveeeeeee Song,0,835240,104669,,https://www.last.fm/music/The+Backseat+Lovers/_/Pool+House,The Backseat Lovers,,https://www.last.fm/music/The+Backseat+Lovers
NEON BLADE,0,2088774,181212,,https://www.last.fm/music/Madison+Beer/_/Reckless,Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,https://www.last.fm/music/Madison+Beer
Scared to Live,0,2027262,322712,,https://www.last.fm/music/Jay-Z/_/Numb+%2F+Encore,Jay-Z,f82bcf78-5b69-4622-a5ef-73800768d9ac,https://www.last.fm/music/Jay-Z
White Rabbit,0,3422689,468653,,https://www.last.fm/music/Avicii/_/Waiting+For+Love,Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,https://www.last.fm/music/Avicii
Suburbia,0,1517273,266482,,https://www.last.fm/music/Swedish+House+Mafia/_/Don%27t+You+Worry+Child+-+Radio+Edit,Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,https://www.last.fm/music/Swedish+House+Mafia
Paul,204,2734108,474414,784d2f62-7570-4617-86df-c66d5f9ecab1,https://www.last.fm/music/Owl+City/_/Good+Time,Owl City,ad279295-653f-42e1-9aaa-b731df2e78ba,https://www.last.fm/music/Owl+City
Idioteque,0,2106030,196697,,https://www.last.fm/music/FKA+twigs/_/Tears+In+The+Club+(feat.+The+Weeknd),FKA twigs,1e4e9db7-5068-4a9c-bdd0-5777e47172c8,https://www.last.fm/music/FKA+twigs
hostage,0,931949,101716,,https://www.last.fm/music/KSLV+Noh/_/Disaster,KSLV Noh,,https://www.last.fm/music/KSLV+Noh
No Wind Resistance!,0,2181139,116577,,https://www.last.fm/music/aespa/_/Lucid+Dream,aespa,,https://www.last.fm/music/aespa
Pretty Boy (feat. Lil Yachty),288,4948442,912513,b9264011-47c5-4603-b840-7c27b0ccb2b9,https://www.last.fm/music/The+Police/_/Message+in+a+Bottle,The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,https://www.last.fm/music/The+Police
Make No Sense,0,3197711,233901,,https://www.last.fm/music/Rammstein/_/Deutschland,Rammstein,b2d122f9-eadb-4930-a196-8f221eeb0c66,https://www.last.fm/music/Rammstein
This is home,0,1033507,84455,,https://www.last.fm/music/Nayeon/_/Love+Countdown+(feat.+Wonstein),Nayeon,,https://www.last.fm/music/Nayeon
moonchild,234,5394087,540136,5a475783-6a69-4644-bf12-918524174117,https://www.last.fm/music/Lorde/_/400+Lux,Lorde,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,https://www.last.fm/music/Lorde
October Passed Me By,0,2538870,279768,,https://www.last.fm/music/Ariana+Grande/_/Let+Me+Love+You,Ariana Grande,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,https://www.last.fm/music/Ariana+Grande
oNLY aNgel,0,5366559,233779,,https://www.last.fm/music/BTS/_/Go+Go,BTS,0d79fe8e-ba27-4859-bb8c-2f255f346853,https://www.last.fm/music/BTS
Don’t Break My Heart,0,4187934,622118,,https://www.last.fm/music/Iggy+Azalea/_/Fancy,Iggy Azalea,3a052c99-8c18-484a-8beb-9873b4fb3106,https://www.last.fm/music/Iggy+Azalea
Arcadia,0,2681290,333926,,https://www.last.fm/music/The+Weeknd/_/False+Alarm,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Dos Mil 16,0,1736549,137820,,https://www.last.fm/music/Tainy/_/Lo+Siento+BB:%2F+(with+Bad+Bunny+&+Julieta+Venegas),Tainy,,https://www.last.fm/music/Tainy
After Last Night (with Thundercat & Bootsy Collins),315,1131934,109071,331f8cef-e4d7-4544-96c8-20e648d9dcfd,https://www.last.fm/music/Lamp/_/%E3%82%86%E3%82%81%E3%81%86%E3%81%A4%E3%81%A4,Lamp,8bff8d1d-2e87-4b97-9909-2bd3404e92b9,https://www.last.fm/music/Lamp
Andrea,0,2453347,78071,,https://www.last.fm/music/J-Hope/_/What+if%E2%80%A6,J-Hope,,https://www.last.fm/music/J-Hope
Somebody's Watching Me,0,297229,71101,,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Spitting+Off+The+Edge+Of+The+World,Yeah Yeah Yeahs,584c04d2-4acc-491b-8a0a-e63133f4bfc4,https://www.last.fm/music/Yeah+Yeah+Yeahs
whAtEveR it tAkes,0,2139894,264709,,https://www.last.fm/music/Thundercat/_/Dragonball+Durag,Thundercat,044fd265-79dd-43eb-afc4-8b20becf7e17,https://www.last.fm/music/Thundercat
Murder On My Mind,0,2477874,178515,,https://www.last.fm/music/Playboi+Carti/_/Die4Guy,Playboi Carti,,https://www.last.fm/music/Playboi+Carti
Remote Control,0,3041793,291007,,https://www.last.fm/music/Dua+Lipa/_/Good+In+Bed,Dua Lipa,,https://www.last.fm/music/Dua+Lipa
El Apagón,0,1895347,164277,,https://www.last.fm/music/xxxtentacion/_/Bad+Vibes+Forever,xxxtentacion,,https://www.last.fm/music/xxxtentacion
Legends,0,2159236,264154,,https://www.last.fm/music/Childish+Gambino/_/I.+The+Worst+Guys,Childish Gambino,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,https://www.last.fm/music/Childish+Gambino
A Thousand Years,0,2223137,291428,,https://www.last.fm/music/Sean+Paul/_/No+Lie,Sean Paul,c3da3346-2643-48a7-93cd-011f6834b3d7,https://www.last.fm/music/Sean+Paul
Just In Time (feat. Lil Wayne & Kenny Mason),0,2003551,351509,,https://www.last.fm/music/Black+Eyed+Peas/_/Just+Can%E2%80%99t+Get+Enough,Black Eyed Peas,d5be5333-4171-427e-8e12-732087c6b78e,https://www.last.fm/music/Black+Eyed+Peas
vice city,0,3853557,156245,,https://www.last.fm/music/ENHYPEN/_/Given-Taken,ENHYPEN,,https://www.last.fm/music/ENHYPEN
One More Love Song,283,2996402,400124,1ef6a6d8-41de-4aae-b400-5e23690aaf96,https://www.last.fm/music/Hozier/_/From+Eden,Hozier,b4691384-50c3-4afd-9988-51d3ec5db65d,https://www.last.fm/music/Hozier
Wildflower,0,407507,66463,,https://www.last.fm/music/pinkpantheress/_/Picture+In+My+Mind,pinkpantheress,,https://www.last.fm/music/pinkpantheress
Amygdala,0,861639,148059,,https://www.last.fm/music/VACATIONS/_/Relax,VACATIONS,9a86e17f-b554-4c0f-a797-6f07b181c8d6,https://www.last.fm/music/VACATIONS
Almeda,178,5487818,904932,73ef25fd-89c6-452e-b02c-90bf8bcb95b7,https://www.last.fm/music/Beastie+Boys/_/Sabotage,Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,https://www.last.fm/music/Beastie+Boys
DALLA DALLA,0,592148,115153,,https://www.last.fm/music/Victoria+Mon%C3%A9t/_/We+Might+Even+Be+Falling+in+Love+(Interlude),Victoria Monét,,https://www.last.fm/music/Victoria+Mon%C3%A9t
Super Gremlin,0,2020761,209467,,https://www.last.fm/music/LIL+UZI+VERT/_/Homecoming,LIL UZI VERT,,https://www.last.fm/music/LIL+UZI+VERT
Should Have Known Better,0,1698922,197959,,https://www.last.fm/music/Travis+Scott/_/CAROUSEL,Travis Scott,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,https://www.last.fm/music/Travis+Scott
House of Cards - Full Length Edition,0,3417581,416861,,https://www.last.fm/music/Drake/_/In+My+Feelings,Drake,b49b81cc-d5b7-4bdd-aadb-385df8de69a6,https://www.last.fm/music/Drake
